 2024/9/1 3:0:0, 28.20, 76.0
 2024/9/1 3:10:0, 28.10, 75.0
 2024/9/1 3:20:0, 28.0, 74.0
 2024/9/1 3:30:0, 27.90, 74.0
 2024/9/1 3:40:0, 27.90, 74.0
 2024/9/1 3:50:0, 27.90, 74.0
 2024/9/1 4:0:0, 27.90, 74.0
 2024/9/1 4:10:0, 27.90, 74.0
 2024/9/1 4:20:0, 27.90, 74.0
 2024/9/1 4:30:0, 28.0, 74.0
 2024/9/1 4:40:0, 28.0, 74.0
 2024/9/1 4:50:0, 28.0, 74.0
 2024/9/1 5:0:0, 27.90, 75.0
 2024/9/1 5:10:0, 27.90, 74.0
 2024/9/1 5:20:0, 27.90, 74.0
 2024/9/1 5:30:0, 27.90, 74.0
 2024/9/1 5:40:0, 27.90, 74.0
 2024/9/1 5:50:0, 27.90, 74.0
 2024/9/1 6:0:0, 27.90, 74.0
 2024/9/1 6:10:0, 27.90, 74.0
 2024/9/1 6:20:0, 27.80, 74.0
 2024/9/1 6:30:0, 27.80, 74.0
 2024/9/1 6:40:0, 27.80, 74.0
 2024/9/1 6:50:0, 27.80, 74.0
 2024/9/1 7:0:0, 27.70, 74.0
 2024/9/1 7:10:0, 27.50, 74.0
 2024/9/1 7:20:0, 27.20, 74.0
 2024/9/1 7:30:0, 27.0, 74.0
 2024/9/1 7:40:0, 26.60, 74.0
 2024/9/1 7:50:0, 26.40, 75.0
 2024/9/1 8:0:0, 26.50, 75.0
 2024/9/1 8:10:0, 26.60, 75.0
 2024/9/1 8:20:0, 26.70, 75.0
 2024/9/1 8:30:0, 26.70, 75.0
 2024/9/1 8:40:0, 26.80, 76.0
 2024/9/1 8:50:0, 26.80, 77.0
 2024/9/1 9:0:0, 26.80, 76.0
 2024/9/1 9:10:0, 26.60, 76.0
 2024/9/1 9:20:0, 26.80, 77.0
 2024/9/1 9:30:0, 27.0, 77.0
 2024/9/1 9:40:0, 27.10, 76.0
 2024/9/1 9:50:0, 27.20, 76.0
 2024/9/1 10:0:0, 27.30, 75.0
 2024/9/1 10:10:0, 27.40, 74.0
 2024/9/1 10:20:0, 27.40, 73.0
 2024/9/1 10:30:0, 27.40, 72.0
 2024/9/1 10:40:0, 27.40, 72.0
 2024/9/1 10:50:0, 27.30, 71.0
 2024/9/1 11:0:0, 27.40, 71.0
 2024/9/1 11:10:0, 27.50, 70.0
 2024/9/1 11:20:0, 27.50, 70.0
 2024/9/1 11:30:0, 27.60, 70.0
 2024/9/1 11:40:0, 27.60, 70.0
 2024/9/1 11:50:0, 27.70, 71.0
 2024/9/1 12:0:0, 27.80, 70.0
 2024/9/1 12:10:0, 27.90, 70.0
 2024/9/1 12:20:0, 28.0, 70.0
 2024/9/1 12:30:0, 28.10, 70.0
 2024/9/1 12:40:0, 28.10, 70.0
 2024/9/1 12:50:0, 28.10, 69.0
 2024/9/1 13:0:0, 28.10, 69.0
 2024/9/1 13:10:0, 28.10, 67.0
 2024/9/1 13:20:0, 28.10, 68.0
 2024/9/1 13:30:0, 28.0, 68.0
 2024/9/1 13:40:0, 28.10, 68.0
 2024/9/1 13:50:0, 28.10, 68.0
 2024/9/1 14:0:0, 28.10, 68.0
 2024/9/1 14:10:0, 28.20, 69.0
 2024/9/1 14:20:0, 28.10, 69.0
 2024/9/1 14:30:0, 28.0, 68.0
 2024/9/1 14:40:0, 28.0, 67.0
 2024/9/1 14:50:0, 28.0, 67.0
 2024/9/1 15:0:0, 28.0, 67.0
 2024/9/1 15:10:0, 28.0, 66.0
 2024/9/1 15:20:0, 28.0, 65.0
 2024/9/1 15:30:0, 28.0, 65.0
 2024/9/1 15:40:0, 28.0, 66.0
 2024/9/1 15:50:0, 28.0, 66.0
 2024/9/1 16:0:0, 28.0, 66.0
 2024/9/1 16:10:0, 28.0, 65.0
 2024/9/1 16:20:0, 28.0, 65.0
 2024/9/1 16:30:0, 28.0, 66.0
 2024/9/1 16:40:0, 28.10, 66.0
 2024/9/1 16:50:0, 28.20, 67.0
 2024/9/1 17:0:0, 28.20, 68.0
 2024/9/1 17:10:0, 28.10, 65.0
 2024/9/1 17:20:0, 28.10, 64.0
 2024/9/1 17:30:0, 28.0, 63.0
 2024/9/1 17:40:0, 27.90, 62.0
 2024/9/1 17:50:0, 27.90, 62.0
 2024/9/1 18:0:0, 27.90, 62.0
 2024/9/1 18:10:0, 27.90, 62.0
 2024/9/1 18:20:0, 27.90, 62.0
 2024/9/1 18:30:0, 27.80, 62.0
 2024/9/1 18:40:0, 27.80, 63.0
 2024/9/1 18:50:0, 27.80, 63.0
 2024/9/1 19:0:0, 27.80, 63.0
 2024/9/1 19:10:0, 27.80, 63.0
 2024/9/1 19:20:0, 27.80, 63.0
 2024/9/1 19:30:0, 27.80, 63.0
 2024/9/1 19:40:0, 27.70, 63.0
 2024/9/1 19:50:0, 27.70, 63.0
 2024/9/1 20:0:0, 27.60, 63.0
 2024/9/1 20:10:0, 27.60, 63.0
 2024/9/1 20:20:0, 27.50, 63.0
 2024/9/1 20:30:0, 27.50, 63.0
 2024/9/1 20:40:0, 27.50, 63.0
 2024/9/1 20:50:0, 27.70, 64.0
